(85.4631151, 27.6442136)
(85.3089877, 27.6996794)
(85.3143337, 27.743872)
(85.4669041, 27.7167511)
(85.3412704, 27.7172483)
(85.339892, 27.6630109)
(85.3553652, 27.6643543)
(85.3482353, 27.6695739)
(85.3762994, 27.7185701)
(85.4230838, 27.742877)
(85.3644923, 27.6746406)
(85.3013604, 27.7175735)
(85.3863407, 27.7193228)
(85.443524, 27.7512082)
(85.3742271, 27.6719595)
(85.3776624, 27.6975928)
(85.380526, 27.6517158)
(85.3307882, 27.7556281)
(85.4029927, 27.659081)
(85.3313442, 27.7033557)
(85.3595559, 27.7324833)
(85.3287384, 27.7220682)
(85.3283956, 27.6956185)
(85.3403522, 27.6871603)
(85.3372517, 27.7260698)
(85.2996606, 27.6501681)
(85.4289352, 27.687262)
(85.2777568, 27.6747945)
(85.2828889, 27.7665906)
(85.4589992, 27.6871744)
(85.327678, 27.6873229)
(85.3453683, 27.6812985)
(85.4376622, 27.6664479)
(85.3406611, 27.6930868)
(85.4092786, 27.6751306)
(85.4596025, 27.6916874)
(85.3482314, 27.6707198)
(85.288157, 27.6941468)
(85.2840481, 27.7332178)
(85.3441054, 27.704193)
(85.3424943, 27.6723492)
(85.3487566, 27.7475417)
(85.3540651, 27.730419)
(85.4622394, 27.7280017)
(85.2720056, 27.7244894)
(85.3919852, 27.6842822)
(85.3196519, 27.7286808)
(85.3451499, 27.6531808)
(85.3240327, 27.713424)
(85.3377847, 27.7029757)
(85.3522129, 27.7677142)
(85.2927043, 27.709061)
(85.3212455, 27.6894305)
(85.3121245, 27.7181373)
(85.3136648, 27.7131663)
(85.335748, 27.6881616)
(85.3730016, 27.6729999)
(85.4272362, 27.665499)
(85.3454514, 27.6493393)
(85.3363805, 27.6575442)
(85.3352255, 27.701471)
(85.4202145, 27.7390474)
(85.3014644, 27.7161249)
(85.3782998, 27.637479)
(85.3140611, 27.6965441)
(85.3835333, 27.6714698)
(85.3493242, 27.7462195)
(85.3028955, 27.701379)
(85.4657979, 27.6463495)
(85.3606357, 27.7179198)
(85.3110913, 27.7145263)
(85.3327394, 27.68425)
(85.3128098, 27.7301795)
(85.3378515, 27.7122458)
(85.372202, 27.6602661)
(85.4520283, 27.6583836)
(85.3443192, 27.6815682)
(85.452318, 27.7227403)
(85.3128719, 27.7696237)
(85.2950791, 27.7372845)
(85.2995698, 27.7555407)
(85.3466629, 27.7292093)
(85.2864694, 27.7194272)
(85.342153, 27.6844507)
(85.3360599, 27.7405536)
(85.2939788, 27.7368096)
(85.3658491, 27.6973464)
(85.4404061, 27.7049454)
(85.357774, 27.7390002)
(85.3856475, 27.6610637)
(85.3522129, 27.7677142)
(85.3404515, 27.7525885)
(85.286562, 27.7124249)
(85.2735506, 27.7030782)
(85.4003749, 27.6775456)
(85.3299186, 27.7493804)
(85.2829322, 27.6983626)
(85.3279204, 27.6757581)
(85.3282805, 27.6471008)
(85.4039106, 27.7248802)
(85.3296251, 27.722414)
(85.3431484, 27.7114639)
(85.3377549, 27.6422351)
(85.3434513, 27.6765856)
(85.4646083, 27.6497682)
(85.434554, 27.6736445)
(85.2951489, 27.7124611)
(85.3226952, 27.7102979)
(85.4625587, 27.7547033)
(85.3305266, 27.6975725)
(85.3211165, 27.7227812)
(85.3403602, 27.6777533)
(85.3877997, 27.7327407)
(85.2882085, 27.7555106)
(85.3119116, 27.7292401)
(85.3861923, 27.7210986)
(85.3855141, 27.6990562)
(85.4441287, 27.665048)
(85.3903154, 27.7189907)
(85.4303446, 27.6660597)
(85.3305413, 27.6664566)
(85.3372574, 27.71851)
(85.441508, 27.6738203)
(85.3496732, 27.7554447)
(85.2974087, 27.7180261)
(85.2857579, 27.7156303)
(85.3263729, 27.7450972)
(85.304703, 27.7099012)
(85.2814203, 27.6776114)
(85.3239391, 27.6752891)
(85.3651405, 27.7272314)
(85.349563, 27.6507099)
(85.3329031, 27.7230946)
(85.3397972, 27.7263233)
(85.3704236, 27.7292596)
(85.3158757, 27.6741365)
(85.3185545, 27.7642519)
(85.3048691, 27.7074447)
(85.3876055, 27.6843272)
(85.3245044, 27.6752966)
(85.3833353, 27.7293717)
(85.3234465, 27.6670804)
(85.3275559, 27.6933575)
(85.2825233, 27.7074529)
(85.3897986, 27.6376207)
(85.4052014, 27.7328097)
(85.3398201, 27.7310025)
(85.3393528, 27.6771099)
(85.3473384, 27.6699892)
(85.310487, 27.7349995)
(85.2910887, 27.6634844)
(85.3348597, 27.7172077)
(85.3269897, 27.6676857)
(85.3446208, 27.7198233)
(85.3553331, 27.7359962)
(85.4232556, 27.675495)
(85.3001196, 27.6560812)
(85.3112734, 27.7145745)
(85.3084491, 27.7073685)
(85.3475712, 27.7176182)
(85.4409335, 27.6777541)
(85.3717895, 27.7007707)
(85.3161989, 27.7062393)
(85.3512151, 27.7537923)
(85.3014644, 27.7161249)
(85.3393334, 27.6873898)
(85.3445892, 27.7351871)
(85.3266797, 27.7517217)
(85.3541929, 27.7353438)
(85.3235635, 27.686155)
(85.3163668, 27.7036415)
(85.3930165, 27.6828224)
(85.3033038, 27.682442)
(85.3997731, 27.7012859)
(85.3615087, 27.761504)
(85.4513899, 27.6608886)
(85.3048733, 27.7051582)
(85.419467, 27.7039747)
(85.2608405, 27.7155587)
(85.3788682, 27.7011736)
(85.2776517, 27.7166735)
(85.3705575, 27.6855213)
(85.414758, 27.7478203)
(85.3935039, 27.6786421)
(85.3025409, 27.7365726)
(85.3169269, 27.6589651)
(85.3253943, 27.6860015)
(85.3771039, 27.6883016)
(85.2870254, 27.7337732)
(85.2967434, 27.7593465)
(85.4718682, 27.6911141)
(85.3387347, 27.7263362)
(85.331227, 27.7059136)
(85.278856, 27.6771536)
(85.4198658, 27.7080382)
(85.3302817, 27.6401876)
(85.3721622, 27.661525)
(85.2916512, 27.7272187)
(85.3592368, 27.6833261)
(85.339382, 27.6773719)
(85.2902554, 27.7149764)
(85.3450155, 27.7350154)
(85.3834382, 27.679557)
(85.2753397, 27.6789938)
(85.3638934, 27.677411)
(85.4236872, 27.6748363)
(85.2807381, 27.6752941)
(85.324622, 27.7207322)
(85.3550115, 27.6478577)
(85.2964694, 27.7092176)
(85.4627084, 27.7333256)
(85.3411625, 27.6699591)
(85.3094749, 27.7454202)
(85.2863683, 27.6654021)
(85.3380025, 27.7325194)
(85.267483, 27.6890073)
(85.3164229, 27.664951)
(85.285076, 27.7148121)
(85.3296451, 27.7102633)
(85.360025, 27.7193709)
(85.4353334, 27.7047043)
(85.3131283, 27.6654021)
(85.3527322, 27.7645055)
(85.3024895, 27.6823875)
(85.3692298, 27.6777383)
(85.3125476, 27.7258999)
(85.3360934, 27.7405384)
(85.3222004, 27.7376192)
(85.3039646, 27.6466951)
(85.2755344, 27.7561239)
(85.3354522, 27.6390394)
(85.3179428, 27.7139162)
(85.3772559, 27.6456717)
(85.3732313, 27.7105558)
(85.2819477, 27.7026834)
(85.3480209, 27.7327785)
(85.4686189, 27.6833042)
(85.3668968, 27.7134808)
(85.3659374, 27.7302426)
(85.3479183, 27.6490659)
(85.3172956, 27.7100905)
(85.4005618, 27.672895)
(85.264809, 27.6757256)
(85.3381871, 27.7233086)
(85.361629, 27.7192725)
(85.3954224, 27.6886811)
(85.3374541, 27.6798153)
(85.3676255, 27.7118192)
(85.2794812, 27.7087046)
(85.3413926, 27.7339914)
(85.317682, 27.6910783)
(85.3115684, 27.6938501)
(85.4478866, 27.6707213)
(85.2717617, 27.7207489)
(85.3021436, 27.7206251)
(85.4090939, 27.6689985)
(85.4644035, 27.6885325)
(85.3449544, 27.6827872)
(85.2742893, 27.6969149)
(85.4118387, 27.6776423)
(85.4278312, 27.7478465)
(85.3201838, 27.7433848)
(85.3049585, 27.7195288)
(85.317773, 27.7615538)
(85.2766022, 27.6964751)
(85.3839058, 27.7210691)
(85.2914928, 27.7234334)
(85.3733224, 27.7616192)
(85.370004, 27.6748124)
(85.2758394, 27.7227388)
(85.3210532, 27.7510168)
(85.2721606, 27.7231189)
(85.3760455, 27.655549)
(85.3019526, 27.7569793)
(85.2958099, 27.7331529)
(85.3784124, 27.7284331)
(85.4774764, 27.6427412)
(85.3212403, 27.6917244)
(85.3320347, 27.6827066)
(85.354149, 27.6667236)
(85.4511421, 27.6936122)
(85.3540651, 27.730419)
(85.31619, 27.6810442)
(85.4678156, 27.6699129)
(85.3720597, 27.6837685)
(85.3249576, 27.6689028)
(85.3314107, 27.6627827)
(85.3064187, 27.7021414)
(85.3197918, 27.6444457)
(85.3429291, 27.6823703)
(85.3877989, 27.679014)
(85.3142441, 27.6630918)
(85.4140877, 27.664493)
(85.4105399, 27.6799779)
(85.4381748, 27.7412124)
(85.2799673, 27.6683933)
(85.3029316, 27.725093)
(85.3430544, 27.6944232)
(85.2742893, 27.6969149)
(85.3187165, 27.6374877)
(85.3361336, 27.6429775)
(85.3188679, 27.6506948)
(85.3097036, 27.7153708)
(85.2782252, 27.7558354)
(85.3594013, 27.7350254)
(85.3925653, 27.7049624)
(85.3593795, 27.7182233)
(85.4061839, 27.7158139)
(85.3422853, 27.6844412)
(85.3471721, 27.665697)
(85.3042388, 27.6525716)
(85.3532465, 27.7241213)
(85.3187833, 27.7526181)
(85.3670955, 27.6497731)
(85.2778487, 27.6390474)
(85.4002065, 27.6720014)
(85.3514583, 27.7548984)
(85.3364698, 27.6668406)
(85.4124177, 27.6516343)
(85.3073668, 27.7311754)
(85.3446681, 27.7372346)
(85.4412487, 27.6761331)
(85.3041666, 27.6984035)
(85.3847602, 27.6615382)
(85.4705645, 27.7183848)
(85.3495146, 27.6789348)
(85.3063736, 27.7616236)
(85.4654032, 27.657828)
(85.3161714, 27.6775768)
(85.3548002, 27.7124111)
(85.34151, 27.7250042)
(85.2684383, 27.6967309)
(85.4441246, 27.6576983)
(85.3197854, 27.7261688)
(85.3522577, 27.6703382)
(85.3349609, 27.7397157)
(85.3611968, 27.7621576)
(85.4480069, 27.7411354)
(85.2905839, 27.7149074)
(85.2771679, 27.7203383)
(85.3097107, 27.6678789)
(85.346972, 27.7132577)
(85.3450155, 27.7350154)
(85.3895757, 27.6917085)
(85.3444803, 27.650219)
(85.3675722, 27.7288519)
(85.2989824, 27.6541996)
(85.3089952, 27.7056627)
(85.3325647, 27.642961)
(85.3084436, 27.6423408)
(85.2648499, 27.7174447)
(85.3475583, 27.653838)
(85.2837951, 27.736037)
(85.3293234, 27.7277347)
(85.3875715, 27.6794064)
(85.3688101, 27.6488581)
(85.3239718, 27.7390525)
(85.2780271, 27.6467454)
(85.2741655, 27.6805505)
(85.3702935, 27.6962743)
(85.2882291, 27.6756066)
(85.3644461, 27.6743068)
(85.3174721, 27.6784187)
(85.3366313, 27.6990299)
(85.3058034, 27.6479951)
(85.3697239, 27.6772328)
(85.3396902, 27.671316)
(85.3857116, 27.7318088)
(85.2799538, 27.6738594)
(85.4379232, 27.6761925)
(85.314309, 27.6938871)
(85.2873143, 27.7393352)
(85.2930194, 27.7393901)
(85.3387353, 27.7354181)
(85.3408474, 27.6798888)
(85.3029163, 27.7474604)
(85.3304888, 27.6695692)
(85.2689354, 27.7193181)
(85.3081391, 27.7294835)
(85.3474564, 27.6756962)
(85.3746583, 27.70205)
(85.3211438, 27.6755274)
(85.3361658, 27.6821911)
(85.3868594, 27.6555382)
(85.3462289, 27.7373253)
(85.3737343, 27.6780033)
(85.3159576, 27.6804689)
(85.3838257, 27.6844653)
(85.3606105, 27.6525344)
(85.336824, 27.6777526)
(85.4217401, 27.6660276)
(85.4167019, 27.7517411)
(85.302363, 27.7440022)
(85.397121, 27.7012301)
(85.3264544, 27.6878634)
(85.2721002, 27.7176939)
(85.397667, 27.6853469)
(85.2633034, 27.6712043)
(85.3384109, 27.684411)
(85.3263499, 27.7360432)
(85.3541455, 27.7280666)
(85.2684299, 27.6975495)
(85.3502096, 27.706233)
(85.4006044, 27.7012983)
(85.2894223, 27.7183533)
(85.3307129, 27.7270613)
(85.3235026, 27.7216448)
(85.2697839, 27.7154484)
(85.3462289, 27.7373253)
(85.3148187, 27.7297271)
(85.2764235, 27.6780585)
(85.3199481, 27.7451045)
(85.2950259, 27.7391363)
(85.3885408, 27.7144807)
(85.2715975, 27.7029476)
(85.2788524, 27.7281168)
(85.3403852, 27.7354335)
(85.3470406, 27.6493773)
(85.4086704, 27.6657461)
(85.2869145, 27.6536966)
(85.4399867, 27.6644263)
(85.4043041, 27.6956488)
(85.3361994, 27.6868403)
(85.3086992, 27.7171667)
(85.2911822, 27.7366358)
(85.3257462, 27.6748958)
(85.3851518, 27.676918)
(85.3070611, 27.7090482)
(85.3238112, 27.6981175)
(85.3295092, 27.7668655)
(85.3905777, 27.6920169)
(85.4320867, 27.7297851)
(85.3088266, 27.6486924)
(85.3022964, 27.6528478)
(85.2991474, 27.7321033)
(85.3864297, 27.7317012)
(85.3070901, 27.7068908)
(85.3510821, 27.67548)
(85.3315969, 27.6735735)
(85.2756529, 27.7056154)
(85.4288598, 27.6705432)
(85.38392, 27.6670135)
(85.4453355, 27.7342685)
(85.4396683, 27.6755517)
(85.3607918, 27.7633634)
(85.2986202, 27.7342478)
(85.4353231, 27.6754395)
(85.2951857, 27.6888738)
(85.3834555, 27.6876848)
(85.3726988, 27.6434132)
(85.3293001, 27.6890934)
(85.4250619, 27.6717426)
(85.3480147, 27.7320784)
(85.3877416, 27.7700672)
(85.2946615, 27.745538)
(85.4770239, 27.6448082)
(85.4008359, 27.7263765)
(85.2947168, 27.7276821)
(85.3049165, 27.6376646)
(85.275712, 27.6717618)
(85.3199258, 27.6852364)
(85.3415819, 27.6934981)
(85.3823244, 27.6519988)
(85.3583865, 27.6482008)
(85.3437498, 27.7388816)
(85.358947, 27.6668721)
(85.3256925, 27.6878622)
(85.3734148, 27.7064487)
(85.4071838, 27.7239737)
(85.379816, 27.721004)
(85.3302438, 27.7201001)
(85.3462289, 27.7373253)
(85.3618936, 27.6724687)
(85.3349634, 27.6838997)
(85.3006321, 27.6717587)
(85.3316101, 27.7661515)
(85.2925268, 27.7086738)
(85.4215042, 27.6882718)
(85.3566591, 27.7489824)
(85.3080233, 27.7240652)
(85.4030277, 27.6805219)
(85.287541, 27.6695431)
(85.2838354, 27.6723477)
(85.3728881, 27.6950918)
(85.3952214, 27.700269)
(85.3285591, 27.6869865)
(85.337778, 27.6772741)
(85.3523563, 27.7400886)
(85.3017021, 27.6411503)
(85.3154379, 27.6736117)
(85.3490956, 27.7316266)
(85.4615403, 27.6423405)
(85.3633528, 27.6692309)
(85.4045725, 27.6456624)
(85.3101796, 27.7310552)
(85.3539661, 27.7379602)
(85.3172064, 27.7338498)
(85.3050786, 27.6832111)
(85.3023082, 27.7095219)
(85.32941, 27.645978)
(85.4304496, 27.6595856)
(85.3352256, 27.7145534)
(85.3167273, 27.6852983)
(85.2739439, 27.6905389)
(85.4491501, 27.6586602)
(85.4139363, 27.7330877)
(85.3317946, 27.6999573)
(85.2967067, 27.731977)
(85.3728142, 27.6656274)
(85.3965018, 27.7335908)
(85.3472146, 27.666308)
(85.376109, 27.679526)
(85.3470688, 27.6849021)
(85.3722347, 27.6425616)
(85.3817989, 27.6896701)
(85.2761648, 27.6698177)
(85.3081771, 27.686524)
(85.2973232, 27.7264983)
(85.283022, 27.6984663)
(85.3620939, 27.6555542)
(85.3009827, 27.6434502)
(85.3678849, 27.6771216)
(85.2785584, 27.7103185)
(85.3427775, 27.6902505)
(85.3060167, 27.6513349)
(85.3593318, 27.7604223)
(85.3084282, 27.7586322)
(85.3690846, 27.67433)
(85.3769026, 27.6876883)
(85.3010324, 27.7154397)
(85.3924671, 27.6767743)
(85.2633034, 27.6712043)
(85.3091098, 27.6588778)
(85.3968635, 27.7021313)
(85.3894987, 27.6621822)
(85.3328443, 27.7238569)
(85.2966507, 27.7084164)
(85.3498549, 27.7129558)
(85.2907605, 27.7335003)
(85.3464391, 27.7048645)
(85.3865655, 27.7420874)
(85.3442022, 27.7396694)
(85.2796981, 27.7262538)
(85.3142551, 27.7423404)
(85.3936021, 27.6724716)
(85.3037079, 27.7027859)
(85.4216507, 27.7064689)
